"text","label"
"Шелест травы на ветру.","Экстремизм жоқ"
"Ормандағы құстардың әні.","Экстремизм жоқ"
"Запах цветов в саду.","Экстремизм жоқ"
"Көктемгі гүлдер ашылды.","Экстремизм жоқ"
"Тихое озеро отражает небо.","Экстремизм жоқ"
"Табиғатты аялау керек.","Экстремизм жоқ"
"Солнечный зайчик играет на стене.","Экстремизм жоқ"
"Жаңбырдан кейінгі кемпірқосақ.","Экстремизм жоқ"
"Красота осеннего леса.","Экстремизм жоқ"
"Жеңіл атлетикамен шұғылдану.","Экстремизм жоқ"
"Играть в теннис на корте.","Экстремизм жоқ"
"Спорттық жарыстарға қатысу.","Экстремизм жоқ"
"Зарядка помогает проснуться.","Экстремизм жоқ"
"Командалық рух маңызды.","Экстремизм жоқ"
"Плавать в море или реке.","Экстремизм жоқ"
"Спорт - бұл күш пен денсаулық.","Экстремизм жоқ"
"Следить за олимпийскими играми.","Экстремизм жоқ"
"Велопрогулки по городу.","Экстремизм жоқ"
"Регулярные тренировки приносят результат.","Экстремизм жоқ"
"Мұражайдағы тарихи жәдігерлер.","Экстремизм жоқ"
"Посещать концерты любимых исполнителей.","Экстремизм жоқ"
"Театрдағы қойылымды тамашалау.","Экстремизм жоқ"
"Рисовать карандашами и красками.","Экстремизм жоқ"
"Би өнерінің әсемдігі.","Экстремизм жоқ"
"Учиться играть на гитаре.","Экстремизм жоқ"
"Халық әндерін тыңдау.","Экстремизм жоқ"
"Читать интересные статьи об искусстве.","Экстремизм жоқ"
"Шығармашылықпен айналысу.","Экстремизм жоқ"
"Искусство делает жизнь ярче.","Экстремизм жоқ"
"Мектепте жаңа тақырыпты өту.","Экстремизм жоқ"
"Выполнять задания учителя.","Экстремизм жоқ"
"Кітапханада сабаққа дайындалу.","Экстремизм жоқ"
"Поступать в университет.","Экстремизм жоқ"
"Жаңа тілдерді үйрену.","Экстремизм жоқ"
"Получать хорошие знания важно.","Экстремизм жоқ"
"Дипломдық жұмысты қорғау.","Экстремизм жоқ"
"Участвовать в студенческой жизни.","Экстремизм жоқ"
"Оқуға деген ынта болу керек.","Экстремизм жоқ"
"Образование открывает двери в будущее.","Экстремизм жоқ"
"Ғарышты зерттеу - адамзат арманы.","Экстремизм жоқ"
"Проводить опыты по физике.","Экстремизм жоқ"
"Жаңа технологиялардың дамуы.","Экстремизм жоқ"
"Наблюдать за живой природой.","Экстремизм жоқ"
"Математикалық есептерді шығару.","Экстремизм жоқ"
"Читать о научных достижениях.","Экстремизм жоқ"
"Ғылыми зерттеулер жүргізу.","Экстремизм жоқ"
"Понимать как работают сложные механизмы.","Экстремизм жоқ"
"Ғылым өмірді жақсартады.","Экстремизм жоқ"
"Изучать окружающий мир.","Экстремизм жоқ"
"Күнделікті таңғы ас.","Экстремизм жоқ"
"Ходить на работу или учебу.","Экстремизм жоқ"
"Мысықпен ойнау.","Экстремизм жоқ"
"Покупать продукты в магазине.","Экстремизм жоқ"
"Үйді жинау және тазалау.","Экстремизм жоқ"
"Разговаривать с друзьями по видеосвязи.","Экстремизм жоқ"
"Кешкі уақытта кітап оқу.","Экстремизм жоқ"
"Готовить ужин для себя и семьи.","Экстремизм жоқ"
"Жаңалықтарды теледидардан көру.","Экстремизм жоқ"
"Составлять планы на выходные.","Экстремизм жоқ"
"Нағыз достар әрқашан қасында.","Экстремизм жоқ"
"Встречаться с друзьями в парке.","Экстремизм жоқ"
"Достармен ойын ойнау.","Экстремизм жоқ"
"Помогать другу советом.","Экстремизм жоқ"
"Достық - бұл өзара түсіністік.","Экстремизм жоқ"
"Поддерживать друзей в их увлечениях.","Экстремизм жоқ"
"Жаңа достар табуға әрқашан мүмкіндік бар.","Экстремизм жоқ"
"Ценить моменты проведенные с друзьями.","Экстремизм жоқ"
"Достармен бірге күлкіге қарық болу.","Экстремизм жоқ"
"Делиться своими мыслями с друзьями.","Экстремизм жоқ"
"Отбасы - бұл тірек пен қолдау.","Экстремизм жоқ"
"Разговаривать с родителями по душам.","Экстремизм жоқ"
"Ата-әжеге қонаққа барып тұру.","Экстремизм жоқ"
"Играть с младшими братьями и сестрами в игры.","Экстремизм жоқ"
"Отбасылық мерекелерді бірге атап өту.","Экстремизм жоқ"
"Помогать родителям с домашними делами.","Экстремизм жоқ"
"Үйдегі жылулықты сезіну.","Экстремизм жоқ"
"Семейные прогулки на свежем воздухе.","Экстремизм жоқ"
"Бір-біріне қамқорлық көрсету маңызды.","Экстремизм жоқ"
"Хранить семейные фотографии и воспоминания.","Экстремизм жоқ"
"Балалардың сыңғырлаған күлкісі.","Экстремизм жоқ"
"Наблюдать за первыми шагами ребенка.","Экстремизм жоқ"
"Балаға ертегі айтып беру.","Экстремизм жоқ"
"Играть с ребенком в песочнице.","Экстремизм жоқ"
"Балаларға жақсы үлгі болу.","Экстремизм жоқ"
"Покупать ребенку книги и раскраски.","Экстремизм жоқ"
"Баланың талантын дамытуға көмектесу.","Экстремизм жоқ"
"Отмечать день рождения ребенка.","Экстремизм жоқ"
"Балалармен бірге шығармашылықпен айналысу.","Экстремизм жоқ"
"Учить ребенка быть добрым и вежливым.","Экстремизм жоқ"
"Балабақшадағы таңертеңгілік жиын.","Экстремизм жоқ"
"Дети играют вместе в группе.","Экстремизм жоқ"
"Тәрбиеші балаларға өлең оқып береді.","Экстремизм жоқ"
"Рисовать и лепить на занятиях в садике.","Экстремизм жоқ"
"Балабақшадағы түскі ұйқы.","Экстремизм жоқ"
"Участвовать в утренниках и праздниках.","Экстремизм жоқ"
"Балабақшада жаңа нәрселерді үйрену.","Экстремизм жоқ"
"Гулять на площадке детского сада.","Экстремизм жоқ"
"Балабақшадағы алғашқы жетістіктер.","Экстремизм жоқ"
"Дружить с ребятами из садика.","Экстремизм жоқ"
"Мектепке барар алдындағы дайындық.","Экстремизм жоқ"
"Покупка школьных принадлежностей.","Экстремизм жоқ"
"Алғашқы қоңырау салтанаты.","Экстремизм жоқ"
"Урок математики и русского языка.","Экстремизм жоқ"
"Үй тапсырмасын күнделікке жазу.","Экстремизм жоқ"
"Играть с одноклассниками в догонялки.","Экстремизм жоқ"
"Мектеп кітапханасында тыныштық сақтау.","Экстремизм жоқ"
"Участвовать в школьных кружках.","Экстремизм жоқ"
"Мектептегі түскі ас үзілісі.","Экстремизм жоқ"
"Ждать каникул чтобы отдохнуть.","Экстремизм жоқ"
"Классикалық жасырынбақ ойыны.","Экстремизм жоқ"
"Играть в мяч на спортивной площадке.","Экстремизм жоқ"
"Шахмат ойнау логиканы дамытады.","Экстремизм жоқ"
"Строить башни из конструктора.","Экстремизм жоқ"
"Қуыршақтарға киім тігу.","Экстремизм жоқ"
"Собирать пазлы с красивыми картинками.","Экстремизм жоқ"
"Үстел ойындарын достармен ойнау.","Экстремизм жоқ"
"Активные игры на природе полезны.","Экстремизм жоқ"
"Ойын арқылы жаңа білім алу.","Экстремизм жоқ"
"Придумывать интересные правила для игр.","Экстремизм жоқ"
"Жаңа піскен жеміс шырыны.","Экстремизм жоқ"
"Вкусный суп на обед.","Экстремизм жоқ"
"Әженің пісірген бауырсақтары.","Экстремизм жоқ"
"Пить молоко перед сном.","Экстремизм жоқ"
"Пайдалы көкөніс салаты.","Экстремизм жоқ"
"Готовить любимые блюда для семьи.","Экстремизм жоқ"
"Балмұздақ жеу ыстық күні.","Экстремизм жоқ"
"Правильное питание - залог здоровья.","Экстремизм жоқ"
"Дәмді тағамдардан лззат алу.","Экстремизм жоқ"
"Экспериментировать с новыми рецептами.","Экстремизм жоқ"
"Тауға шығып табиғатты тамашалау.","Экстремизм жоқ"
"Дышать чистым горным воздухом полезно.","Экстремизм жоқ"
"Тау бөктерінде серуендеу.","Экстремизм жоқ"
"Красота горных озер и рек.","Экстремизм жоқ"
"Тауда шатыр құрып түнеу.","Экстремизм жоқ"
"Кататься на сноуборде зимой.","Экстремизм жоқ"
"Тау жолдарымен көлікпен жүру.","Экстремизм жоқ"
"Наслаждаться тишиной и спокойствием гор.","Экстремизм жоқ"
"Таудағы сарқыраманың шуы.","Экстремизм жоқ"
"Фотографировать красивые горные пейзажи.","Экстремизм жоқ"
"Таңғы күннің алғашқы сәулелері.","Экстремизм жоқ"
"Аромат свежескошенной травы.","Экстремизм жоқ"
"Бақтағы гүлдердің иісі.","Экстремизм жоқ"
"Шелест листвы в лесу.","Экстремизм жоқ"
"Теңіз жағасындағы құм.","Экстремизм жоқ"
"Спокойная река отражает деревья.","Экстремизм жоқ"
"Табиғатқа қамқорлық жасау.","Экстремизм жоқ"
"Яркое солнце согревает землю.","Экстремизм жоқ"
"Жаңбырдан кейінгі тазалық.","Экстремизм жоқ"
"Золотая осень в парке.","Экстремизм жоқ"
"Футбол добын қақпаға тебу.","Экстремизм жоқ"
"Заниматься плаванием в бассейне.","Экстремизм жоқ"
"Спорттық ойындарды тамашалау.","Экстремизм жоқ"
"Утренняя зарядка придает сил.","Экстремизм жоқ"
"Велосипедпен тауға шығу.","Экстремизм жоқ"
"Участвовать в спортивных марафонах.","Экстремизм жоқ"
"Спорт денсаулықты нығайтады.","Экстремизм жоқ"
"Играть в баскетбол с друзьями.","Экстремизм жоқ"
"Жеңіл атлетикамен айналысу пайдалы.","Экстремизм жоқ"
"Быть активным и подвижным.","Экстремизм жоқ"
"Мұражайдағы өнер туындылары.","Экстремизм жоқ"
"Слушать оперу в театре.","Экстремизм жоқ"
"Би кешіне бару.","Экстремизм жоқ"
"Рисовать портреты и натюрморты.","Экстремизм жоқ"
"Музыкалық аспапта ойнауды үйрену.","Экстремизм жоқ"
"Читать стихи известных поэтов.","Экстремизм жоқ"
"Қолданбалы өнермен шұғылдану.","Экстремизм жоқ"
"Посещать уроки актерского мастерства.","Экстремизм жоқ"
"Фотография өнері.","Экстремизм жоқ"
"Вдохновляться красотой искусства.","Экстремизм жоқ"
"Мектептегі сабақтарға қатысу.","Экстремизм жоқ"
"Читать учебники и дополнительную литературу.","Экстремизм жоқ"
"Кітапханада білім алу.","Экстремизм жоқ"
"Посещать лекции в университете.","Экстремизм жоқ"
"Жаңа ақпаратты меңгеру.","Экстремизм жоқ"
"Учиться на своих ошибках.","Экстремизм жоқ"
"Ғылыми жобаларға қатысу.","Экстремизм жоқ"
"Получать высшее образование.","Экстремизм жоқ"
"Өз біліміңді жетілдіру.","Экстремизм жоқ"
"Стремиться к знаниям всю жизнь.","Экстремизм жоқ"
"Ғарыштық зерттеулердің маңызы.","Экстремизм жоқ"
"Проводить химические эксперименты.","Экстремизм жоқ"
"Жаңа технологиялық құрылғылар.","Экстремизм жоқ"
"Наблюдать за миром через микроскоп.","Экстремизм жоқ"
"Математикалық формулаларды түсіну.","Экстремизм жоқ"
"Изучать флору и фауну.","Экстремизм жоқ"
"Ғылымның жетістіктеріне таң қалу.","Экстремизм жоқ"
"Понимать природные явления.","Экстремизм жоқ"
"Жаңа ғылыми теориялар.","Экстремизм жоқ"
"Использовать логику для решения задач.","Экстремизм жоқ"
"Таңертеңгі серуен.","Экстремизм жоқ"
"Обедать в кафе с коллегами.","Экстремизм жоқ"
"Үй жануарларына қамқор болу.","Экстремизм жоқ"
"Покупать свежие фрукты на рынке.","Экстремизм жоқ"
"Бөлмені таза ұстау.","Экстремизм жоқ"
"Слушать музыку во время уборки.","Экстремизм жоқ"
"Кешкі ас әзірлеу.","Экстремизм жоқ"
"Смотреть документальные фильмы.","Экстремизм жоқ"
"Күнделікті шаруаларды атқару.","Экстремизм жоқ"
"Планировать свой бюджет.","Экстремизм жоқ"
"Адал достарға сенім арту.","Экстремизм жоқ"
"Гулять с друзьями в выходные.","Экстремизм жоқ"
"Достармен әңгімелесу.","Экстремизм жоқ"
"Помогать другу в учебе.","Экстремизм жоқ"
"Достық қарым-қатынасты нығайту.","Экстремизм жоқ"
"Поддерживать связь со школьными друзьями.","Экстремизм жоқ"
"Жаңа ортада достар табу.","Экстремизм жоқ"
"Ценить каждый момент дружбы.","Экстремизм жоқ"
"Достармен бірге саяхатқа шығу.","Экстремизм жоқ"
"Делиться радостью с близкими друзьями.","Экстремизм жоқ"
"Отбасымен бірге уақыт өткізу.","Экстремизм жоқ"
"Слушать советы родителей.","Экстремизм жоқ"
"Ата-әжеге жиі хабарласып тұру.","Экстремизм жоқ"
"Проводить время с племянниками.","Экстремизм жоқ"
"Отбасылық дәстүрлерді құрметтеу.","Экстремизм жоқ"
"Помогать по дому без напоминаний.","Экстремизм жоқ"
"Үйдегі жайлылықты бағалау.","Экстремизм жоқ"
"Семейные вечера за настольными играми.","Экстремизм жоқ"
"Бір-біріне деген сүйіспеншілік пен құрмет.","Экстремизм жоқ"
"Поддерживать теплые отношения с родственниками.","Экстремизм жоқ"
"Балалардың қуанышына ортақтасу.","Экстремизм жоқ"
"Учить ребенка читать и писать.","Экстремизм жоқ"
"Балаға дұрыс тамақтануды үйрету.","Экстремизм жоқ"
"Играть с ребенком в прятки.","Экстремизм жоқ"
"Балаларға кішіпейіл болуды үйрету.","Экстремизм жоқ"
"Водить ребенка в зоопарк.","Экстремизм жоқ"
"Баланың сұрақтарына жауап беру.","Экстремизм жоқ"
"Гордиться достижениями ребенка в школе.","Экстремизм жоқ"
"Балалармен бірге мультфильмдер тамашалау.","Экстремизм жоқ"
"Помогать ребенку развивать таланты.","Экстремизм жоқ"
"Балабақшадағы таңертеңгілік жаттығулар.","Экстремизм жоқ"
"Дети учат новые слова и понятия.","Экстремизм жоқ"
"Тәрбиешімен бірге серуенге шығу.","Экстремизм жоқ"
"Рисовать цветными карандашами.","Экстремизм жоқ"
"Балабақшадағы мерекелік шаралар.","Экстремизм жоқ"
"Слушать музыку и танцевать.","Экстремизм жоқ"
"Балабақшада достармен ойнау.","Экстремизм жоқ"
"Играть на детской площадке садика.","Экстремизм жоқ"
"Балабақшада алғашқы әріптерді үйрену.","Экстремизм жоқ"
"Помогать накрывать на стол в группе.","Экстремизм жоқ"
"Мектеп табалдырығын аттау.","Экстремизм жоқ"
"Покупка тетрадей и ручек для школы.","Экстремизм жоқ"
"Бірінші сынып мұғалімі.","Экстремизм жоқ"
"Урок природоведения.","Экстремизм жоқ"
"Дәптерге жазу жаттығулары.","Экстремизм жоқ"
"Играть в классе на перемене.","Экстремизм жоқ"
"Мектеп кітапханасындағы кітаптар.","Экстремизм жоқ"
"Участвовать в школьных конкурсах.","Экстремизм жоқ"
"Мектептегі достармен араласу.","Экстремизм жоқ"
"С нетерпением ждать каникул.","Экстремизм жоқ"
"Лянга тебу ойыны.","Экстремизм жоқ"
"Играть в салочки во дворе.","Экстремизм жоқ"
"Дойбы ойнау стратегияны қажет етеді.","Экстремизм жоқ"
"Кататься на велосипеде с друзьями.","Экстремизм жоқ"
"Құмнан қамал тұрғызу.","Экстремизм жоқ"
"Собирать роботов из конструктора.","Экстремизм жоқ"
"Карта ойындарын үйрену.","Экстремизм жоқ"
"Подвижные игры на школьном дворе.","Экстремизм жоқ"
"Ойын арқылы командада жұмыс істеуді үйрену.","Экстремизм жоқ"
"Придумывать новые развлечения.","Экстремизм жоқ"
"Балғын жемістер мен көкөністер.","Экстремизм жоқ"
"Ароматный свежеиспеченный хлеб.","Экстремизм жоқ"
"Ананың дайындаған тағамдары ең дәмді.","Экстремизм жоқ"
"Пить ягодный морс.","Экстремизм жоқ"
"Тауық етінен жасалған сорпа.","Экстремизм жоқ"
"Традиционные блюда на праздник.","Экстремизм жоқ"
"Сүт және сүт өнімдері пайдалы.","Экстремизм жоқ"
"Сладкие десерты после обеда.","Экстремизм жоқ"
"Дұрыс тамақтану режимін сақтау.","Экстремизм жоқ"
"Готовить здоровую пищу.","Экстремизм жоқ"
"Тауға жаяу саяхат жасау.","Экстремизм жоқ"
"Любоваться горными вершинами.","Экстремизм жоқ"
"Тау ауасының тазалығы.","Экстремизм жоқ"
"Походы в горы с палатками.","Экстремизм жоқ"
"Мөлдір тау өзендері.","Экстремизм жоқ"
"Собирать красивые камни в горах.","Экстремизм жоқ"
"Тау үстіндегі тыныштық пен кеңістік.","Экстремизм жоқ"
"Кататься на горных лыжах.","Экстремизм жоқ"
"Тау жолдарымен серуендеу.","Экстремизм жоқ"
"Величие и красота горной природы.","Экстремизм жоқ"
"Таңғы нұр табиғатты оятады.","Экстремизм жоқ"
"Запах дождя и мокрой земли.","Экстремизм жоқ"
"Гүлдердің алуан түрлілігі.","Экстремизм жоқ"
"Шепот ветра в кронах деревьев.","Экстремизм жоқ"
"Теңіз толқындарының шуы.","Экстремизм жоқ"
"Тихая гладь лесного озера.","Экстремизм жоқ"
"Табиғатқа ұқыпты қарау.","Экстремизм жоқ"
"Ясное голубое небо над головой.","Экстремизм жоқ"
"Жаңбырлы күннің тыныштығы.","Экстремизм жоқ"
"Разноцветные листья осенью.","Экстремизм жоқ"
"Волейбол добын қабылдау.","Экстремизм жоқ"
"Заниматься йогой на свежем воздухе.","Экстремизм жоқ"
"Спорттық жарыстарға дайындалу.","Экстремизм жоқ"
"Командная работа приводит к победе.","Экстремизм жоқ"
"Велосипедпен саяхаттау.","Экстремизм жоқ"
"Посещать тренажерный зал.","Экстремизм жоқ"
"Спорт адамды шыдамды етеді.","Экстремизм жоқ"
"Играть в настольный хоккей.","Экстремизм жоқ"
"Баскетбол алаңында ойнау.","Экстремизм жоқ"
"Здоровый образ жизни - это важно.","Экстремизм жоқ"
"Көркемөнер галереясындағы суреттер.","Экстремизм жоқ"
"Слушать симфонический оркестр.","Экстремизм жоқ"
"Театрдағы жаңа балет.","Экстремизм жоқ"
"Рисовать пейзажи родного края.","Экстремизм жоқ"
"Ұлттық музыкалық аспаптар.","Экстремизм жоқ"
"Читать биографии великих художников.","Экстремизм жоқ"
"Керамикадан бұйымдар жасау.","Экстремизм жоқ"
"Посещать уроки танцев.","Экстремизм жоқ"
"Шығармашылық идеяларды жүзеге асыру.","Экстремизм жоқ"
"Искусство вдохновляет на новые свершения.","Экстремизм жоқ"
"Мектептегі білім беру сапасы.","Экстремизм жоқ"
"Изучать иностранные языки онлайн.","Экстремизм жоқ"
"Кітапхана – білім ордасы.","Экстремизм жоқ"
"Посещать мастер-классы и тренинги.","Экстремизм жоқ"
"Жаңа дағдыларды үйрену.","Экстремизм жоқ"
"Получать удовольствие от процесса обучения.","Экстремизм жоқ"
"Ғылыми семинарларға қатысу.","Экстремизм жоқ"
"Выбирать будущую профессию.","Экстремизм жоқ"
"Үздіксіз білім алу.","Экстремизм жоқ"
"Знания расширяют возможности.","Экстремизм жоқ"
"Ғарыштық аппараттарды ұшыру.","Экстремизм жоқ"
"Проводить биологические исследования.","Экстремизм жоқ"
"Заманауи технологиялардың жетістіктері.","Экстремизм жоқ"
"Наблюдать за звездами и планетами.","Экстремизм жоқ"
"Математикалық логиканы қолдану.","Экстремизм жоқ"
"Читать научные статьи и книги.","Экстремизм жоқ"
"Жаңа ғылыми теорияларды талқылау.","Экстремизм жоқ"
"Понимать физические законы Вселенной.","Экстремизм жоқ"
"Ғылым адамзаттың дамуына ықпал етеді.","Экстремизм жоқ"
"Изучать историю и культуру.","Экстремизм жоқ"
"Таңғы асқа ботқа жеу.","Экстремизм жоқ"
"Ехать на работу на метро.","Экстремизм жоқ"
"Итпен саябақта серуендеу.","Экстремизм жоқ"
"Покупать газеты и журналы.","Экстремизм жоқ"
"Үйде гүл өсіру.","Экстремизм жоқ"
"Слушать аудиокниги.","Экстремизм жоқ"
"Кешкі асқа салат дайындау.","Экстремизм жоқ"
"Смотреть познавательные передачи.","Экстремизм жоқ"
"Күнделікті өмірдегі кішігірім істер.","Экстремизм жоқ"
"Составлять список дел на день.","Экстремизм жоқ"
"Нағыз достармен сырласу.","Экстремизм жоқ"
"Ходить в кино с друзьями.","Экстремизм жоқ"
"Достарға туған күнінде құттықтау айту.","Экстремизм жоқ"
"Помогать другу в сложной ситуации.","Экстремизм жоқ"
"Достық – өмірдегі маңызды құндылық.","Экстремизм жоқ"
"Поддерживать друг друга во всем.","Экстремизм жоқ"
"Жаңа адамдармен танысып араласу.","Экстремизм жоқ"
"Хранить общие воспоминания с друзьями.","Экстремизм жоқ"
"Достармен бірге күліп көңіл көтеру.","Экстремизм жоқ"
"Обсуждать интересные темы с друзьями.","Экстремизм жоқ"
"Әлеуметтік желілерде экстремистік материалдар таратылуда","Религиозный экстремизм"
"Радикалды топтар жастарды жиі өз қатарына тартуға тырысады","Религиозный экстремизм"
"Діни экстремизм ұлттық қауіпсіздікке қатер төндіреді","Религиозный экстремизм"
"Профилактика экстремизма – важная задача государства","Религиозный экстремизм"
"Интернеттегі үгіт-насихатқа сенбеңіздер","Религиозный экстремизм"
"Берегите детей от влияния радикальных идеологий","Религиозный экстремизм"
"Күдікті сайттар мен аккаунттар туралы хабарлаңыз","Религиозный экстремизм"
"Экстремизмнің дінге еш қатысы жоқ","Религиозный экстремизм"
"Необходимо повышать религиозную грамотность населения","Религиозный экстремизм"
"Жат ағымдардың жетегінде кетпеу керек","Религиозный экстремизм"
"Экстремистские группы финансируются из-за рубежа","Религиозный экстремизм"
"Діни төзімділік – қоғам тұрақтылығының кепілі","Религиозный экстремизм"
"В сети вербуют сторонников радикальных идей","Религиозный экстремизм"
"Заңсыз діни әдебиеттерді таратпаңыз","Религиозный экстремизм"
"Экстремизм питается невежеством и страхом","Религиозный экстремизм"
"Абайлаңыз діни экстремистер психологиялық қысым көрсетеді","Религиозный экстремизм"
"Правоохранительные органы ведут борьбу с экстремистскими ячейками","Религиозный экстремизм"
"Экстремистік ұйымдарға мүше болу заңмен қудаланады","Религиозный экстремизм"
"Не позволяйте манипулировать вашими религиозными чувствами","Религиозный экстремизм"
"Жастар арасында түсіндіру жұмыстарын күшейту қажет","Религиозный экстремизм"
"Терроризм и экстремизм – это разные вещи но часто связаны","Религиозный экстремизм"
"Дін атын жамылған ағымдардан сақ болыңыз","Религиозный экстремизм"
"Истинная вера призывает к миру а не к насилию","Религиозный экстремизм"
"Критика должна быть конструктивной а не разжигать ненависть","Религиозный экстремизм"
"Әрбір азамат экстремизмге қарсы тұруы тиіс","Религиозный экстремизм"
"Блокировка экстремистских сайтов продолжается","Религиозный экстремизм"
"Экстремизм – бұл қоғам дерті","Религиозный экстремизм"
"Сообщайте о подозрительной активности в интернете","Религиозный экстремизм"
"Радикалдар көбіне қиын жағдайдағы адамдарды арбайды","Религиозный экстремизм"
"Образование – лучшее оружие против экстремизма","Религиозный экстремизм"
"Қазақстан экстремизмнің кез келген түріне қарсы","Религиозный экстремизм"
"Борьба с экстремизмом требует международных усилий","Религиозный экстремизм"
"Ата-аналар балаларыңыздың интернетте немен айналысатынын бақылаңыздар","Религиозный экстремизм"
"Экстремисты искажают священные тексты для своих целей","Религиозный экстремизм"
"Діни сауаттылықты арттыру – маңызды міндет","Религиозный экстремизм"
"Противодействие экстремизму – ответственность каждого","Религиозный экстремизм"
"Ксенофобия мен төзімсіздік экстремизмге жол ашады","Религиозный экстремизм"
"Будьте бдительны к призывам к насилию на религиозной почве","Религиозный экстремизм"
"Радикалды идеологиялар жастардың санасын улайды","Религиозный экстремизм"
"Экстремизм подрывает основы межконфессионального согласия","Религиозный экстремизм"
"Жат діни ағымдардың белгілері қандай?","Религиозный экстремизм"
"Не верьте тем кто делит людей на правильных и неверных","Религиозный экстремизм"
"Экстремистік топтардың жетекшілері анықталды","Религиозный экстремизм"
"Важно уметь отличать традиционные ценности от радикальных идей","Религиозный экстремизм"
"Күмәнді жиындарға бармаңыз","Религиозный экстремизм"
"Экстремисты часто используют социальные проблемы для вербовки","Религиозный экстремизм"
"Діни экстремизммен күрес жүйелі түрде жүргізілуде","Религиозный экстремизм"
"Пропаганда нетерпимости запрещена законом","Религиозный экстремизм"
"Интернеттегі радикалды контенттен аулақ болыңыз","Религиозный экстремизм"
"Финансирование экстремизма – тяжкое преступление","Религиозный экстремизм"
"Радикалды көзқарастарды насихаттауға жол берілмейді","Религиозный экстремизм"
"Нужен диалог между представителями разных конфессий","Религиозный экстремизм"
"Экстремистік әдебиеттерді сақтауға да тыйым салынады","Религиозный экстремизм"
"Опасность псевдорелигиозных учений недооценена","Религиозный экстремизм"
"Қоғамда діни татулықты сақтау маңызды","Религиозный экстремизм"
"Экстремисты апеллируют к эмоциям а не к разуму","Религиозный экстремизм"
"Терроризмге қарсы іс-қимыл жөніндегі заңнама күшейтілді","Религиозный экстремизм"
"Изучайте свою религию из достоверных источников","Религиозный экстремизм"
"Экстремизм – угроза будущему наших детей","Религиозный экстремизм"
"Деструктивті ағымдардың жетегінде кеткендерге көмек керек","Религиозный экстремизм"
"Семья и школа играют ключевую роль в профилактике","Религиозный экстремизм"
"Радикалдану процесі біртіндеп жүруі мүмкін","Религиозный экстремизм"
"Не оставайтесь равнодушными к проявлениям экстремизма","Религиозный экстремизм"
"Жалған діни көсемдерге сенбеңіз","Религиозный экстремизм"
"Экстремизм разрушает жизни и семьи","Религиозный экстремизм"
"Діни фанатизм қауіпті салдарға әкелуі мүмкін","Религиозный экстремизм"
"Важно критически оценивать любую информацию","Религиозный экстремизм"
"Экстремистік топтарға қарсы арнайы операциялар жүргізілуде","Религиозный экстремизм"
"Уважайте религиозные чувства других людей","Религиозный экстремизм"
"Тыйым салынған ұйымдардың тізімі жарияланды","Религиозный экстремизм"
"Экстремизм не имеет национальности","Религиозный экстремизм"
"Жастардың бос уақытын тиімді ұйымдастыру қажет","Религиозный экстремизм"
"Противодействие идеологии насилия – общая задача","Религиозный экстремизм"
"Күдікті адамдар немесе әрекеттер туралы полицияға хабарлаңыз","Религиозный экстремизм"
"Экстремисты пытаются расколоть общество","Религиозный экстремизм"
"Діни экстремизмнің алғашқы белгілерін қалай тануға болады?","Религиозный экстремизм"
"Осторожно: вербовщики могут быть среди ваших знакомых","Религиозный экстремизм"
"Мемлекеттік органдар экстремизмге қарсы жұмысты үйлестіреді","Религиозный экстремизм"
"Радикальные идеи часто маскируются под благочестие","Религиозный экстремизм"
"Жат ағымдардың ықпалына түспеу үшін не істеу керек?","Религиозный экстремизм"
"Экстремистер өз идеяларын тарату үшін жаңа әдістерді қолданады","Религиозный экстремизм"
"Важно сохранять спокойствие и не поддаваться на провокации","Религиозный экстремизм"
"Терроризм мен экстремизмге қарсы күрес жалғасуда","Религиозный экстремизм"
"Молодежь – наиболее уязвимая группа для вербовщиков","Религиозный экстремизм"
"Интернеттегі пікірталастарда арандатушылыққа жол бермеңіз","Религиозный экстремизм"
"Экстремистские идеи противоречат гуманистическим ценностям","Религиозный экстремизм"
"Діни экстремизммен күресте халықаралық тәжірибе ескерілуде","Религиозный экстремизм"
"Под видом благотворительности может скрываться финансирование экстремизма","Религиозный экстремизм"
"Радикалды топтардың мақсаты – билікті басып алу","Религиозный экстремизм"
"Будьте внимательны к контенту который потребляют ваши дети","Религиозный экстремизм"
"Экстремизмге қарсы иммунитетті қалыптастыру қажет","Религиозный экстремизм"
"Искажение религиозных догм – основной инструмент экстремистов","Религиозный экстремизм"
"Жастарды отансүйгіштікке тәрбиелеу маңызды","Религиозный экстремизм"
"Экстремисты часто играют на чувстве несправедливости","Религиозный экстремизм"
"Қоғамдағы тұрақтылық – басты құндылық","Религиозный экстремизм"
"Программы дерадикализации помогают вернуть людей к нормальной жизни","Религиозный экстремизм"
"Діни экстремизмнің құрбандарына психологиялық көмек көрсетіледі","Религиозный экстремизм"
